X1,Y1,X2,Y2,object name,mpageid,X-centre,Y-centre,dimention,Y-Image Dimentions,X-Image Dimentions,has on the left,has on the right,has on the top,has on the bottom,has in the center,all_QIDs_x,wikidata_URL,all_QIDs_y,URI has on the left,all_QIDs_x,URI has on the right,all_QIDs_y,URI has on the top
12,12,98,93,toothbrush,M1835155.jpg,55.0,52.5,"(200, 145)",145,200,toothbrush,na,na,na,na,Q134205,http://www.wikidata.org/entity/Q134205,Q134205,http://www.wikidata.org/entity/Q134205,,,,
77,32,132,76,chair,M18418463.JPG,104.5,54.0,"(200, 138)",138,200,na,na,na,na,chair,Q15026,http://www.wikidata.org/entity/Q15026,,,,,,
10,6,174,164,cat,M18523021.jpg,92.0,85.0,"(200, 168)",168,200,na,na,na,na,cat,Q146,http://www.wikidata.org/entity/Q146,,,,,,
5,31,197,168,bed,M18523021.jpg,101.0,99.5,"(200, 168)",168,200,na,na,na,na,bed,Q42177,http://www.wikidata.org/entity/Q42177,,,,,,
19,15,189,111,bus,M18906321.jpg,104.0,63.0,"(200, 133)",133,200,na,na,na,na,bus,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
31,7,163,131,fire,M19081817.JPG,97.0,69.0,"(200, 135)",135,200,na,na,na,na,fire,Q634299,http://www.wikidata.org/entity/Q634299,,,,,,
37,41,164,182,clock,M19296088.jpg,100.5,111.5,"(200, 200)",200,200,na,na,na,na,clock,Q376,http://www.wikidata.org/entity/Q376,,,,,,
24,46,190,103,train,M19584033.jpg,107.0,74.5,"(200, 126)",126,200,na,na,na,na,train,Q870,http://www.wikidata.org/entity/Q870,,,,,,
31,48,144,85,train,M19748185.jpg,87.5,66.5,"(200, 123)",123,200,na,na,na,na,train,Q870,http://www.wikidata.org/entity/Q870,,,,,,
12,29,175,81,bus,M20309338.jpg,93.5,55.0,"(200, 108)",108,200,na,na,na,na,bus,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
0,22,194,109,scissors,M20372824.png,97.0,65.5,"(200, 124)",124,200,na,na,na,na,scissors,Q40847,http://www.wikidata.org/entity/Q40847,,,,,,
62,37,199,159,dog,M20642221.jpg,130.5,98.0,"(200, 165)",165,200,na,na,na,na,dog,Q144,http://www.wikidata.org/entity/Q144,,,,,,
108,30,191,114,apple,M2094427.jpg,149.5,72.0,"(200, 144)",144,200,na,apple,na,na,na,Q89,http://www.wikidata.org/entity/Q89,,,Q89,http://www.wikidata.org/entity/Q89,,
10,24,102,120,apple,M2094427.jpg,56.0,72.0,"(200, 144)",144,200,apple,na,na,na,na,Q89,http://www.wikidata.org/entity/Q89,Q89,http://www.wikidata.org/entity/Q89,,,,
34,28,163,118,bowl,M21473036.jpg,98.5,73.0,"(200, 133)",133,200,na,na,na,na,bowl,Q153988,http://www.wikidata.org/entity/Q153988,,,,,,
44,32,149,116,cup,M21473036.jpg,96.5,74.0,"(200, 133)",133,200,na,na,na,na,cup,Q81727,http://www.wikidata.org/entity/Q81727,,,,,,
31,13,77,58,spoon,M21473036.jpg,54.0,35.5,"(200, 133)",133,200,spoon,na,spoon,na,na,Q81895,http://www.wikidata.org/entity/Q81895,Q81895,http://www.wikidata.org/entity/Q81895,,,Q81895,http://www.wikidata.org/entity/Q81895
35,11,190,117,cat,M217417.jpg,112.5,64.0,"(200, 133)",133,200,na,na,na,na,cat,Q146,http://www.wikidata.org/entity/Q146,,,,,,
38,19,193,119,dog,M217417.jpg,115.5,69.0,"(200, 133)",133,200,na,na,na,na,dog,Q144,http://www.wikidata.org/entity/Q144,,,,,,
88,57,90,62,person,M21893658.jpg,89.0,59.5,"(200, 148)",148,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
114,8,166,166,bottle,M22174701.jpg,140.0,87.0,"(200, 200)",200,200,na,bottle,na,na,na,Q80228,http://www.wikidata.org/entity/Q80228,,,Q80228,http://www.wikidata.org/entity/Q80228,,
21,34,106,171,wine,M22174701.jpg,63.5,102.5,"(200, 200)",200,200,na,na,na,na,wine,Q1531435,http://www.wikidata.org/entity/Q1531435,,,,,,
17,22,174,128,bicycle,M22416093.jpg,95.5,75.0,"(200, 142)",142,200,na,na,na,na,bicycle,Q11442,http://www.wikidata.org/entity/Q11442,,,,,,
66,55,195,144,train,M22475327.jpg,130.5,99.5,"(200, 150)",150,200,na,na,na,train,na,Q870,http://www.wikidata.org/entity/Q870,,,,,,
37,54,69,68,bus,M22475327.jpg,53.0,61.0,"(200, 150)",150,200,bus,na,na,na,na,Q5638,http://www.wikidata.org/entity/Q5638,Q5638,http://www.wikidata.org/entity/Q5638,,,,
65,57,91,70,bus,M22475327.jpg,78.0,63.5,"(200, 150)",150,200,na,na,na,na,bus,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
37,3,177,127,motorcycle,M22834530.JPG,107.0,65.0,"(200, 141)",141,200,na,na,na,na,motorcycle,Q34493,http://www.wikidata.org/entity/Q34493,,,,,,
1,15,38,135,chair,M22834530.JPG,19.5,75.0,"(200, 141)",141,200,chair,na,na,na,na,Q15026,http://www.wikidata.org/entity/Q15026,Q15026,http://www.wikidata.org/entity/Q15026,,,,
0,6,42,127,bicycle,M22834530.JPG,21.0,66.5,"(200, 141)",141,200,bicycle,na,na,na,na,Q11442,http://www.wikidata.org/entity/Q11442,Q11442,http://www.wikidata.org/entity/Q11442,,,,
118,190,156,287,person,M2316155.jpg,137.0,238.5,"(200, 287)",287,200,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
163,189,199,287,person,M2316155.jpg,181.0,238.0,"(200, 287)",287,200,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
96,26,163,136,person,M24107354.jpg,129.5,81.0,"(200, 161)",161,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
33,55,95,91,zebra,M2431391.jpg,64.0,73.0,"(200, 150)",150,200,na,na,na,na,zebra,Q32789,http://www.wikidata.org/entity/Q32789,,,,,,
77,127,110,192,person,M24722150.jpg,93.5,159.5,"(200, 253)",253,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
129,90,146,105,banana,M24722150.jpg,137.5,97.5,"(200, 253)",253,200,na,banana,na,na,na,Q503,http://www.wikidata.org/entity/Q503,,,Q503,http://www.wikidata.org/entity/Q503,,
129,30,171,110,person,M24867972.jpg,150.0,70.0,"(200, 133)",133,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
31,27,48,83,person,M24867972.jpg,39.5,55.0,"(200, 133)",133,200,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
70,36,81,65,person,M24867972.jpg,75.5,50.5,"(200, 133)",133,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
2,36,63,76,car,M24867972.jpg,32.5,56.0,"(200, 133)",133,200,car,na,na,na,na,Q1420,http://www.wikidata.org/entity/Q1420,Q1420,http://www.wikidata.org/entity/Q1420,,,,
80,29,170,62,truck,M24867972.jpg,125.0,45.5,"(200, 133)",133,200,na,na,na,na,truck,Q43193,http://www.wikidata.org/entity/Q43193,,,,,,
5,16,188,49,scissors,M24950848.jpg,96.5,32.5,"(200, 56)",56,200,na,na,na,na,scissors,Q40847,http://www.wikidata.org/entity/Q40847,,,,,,
97,29,167,73,banana,M25211373.jpg,132.0,51.0,"(200, 133)",133,200,na,na,na,na,na,Q503,http://www.wikidata.org/entity/Q503,,,,,,
4,22,105,150,elephant,M2530565.jpg,54.5,86.0,"(200, 150)",150,200,elephant,na,na,na,na,Q7378,http://www.wikidata.org/entity/Q7378,Q7378,http://www.wikidata.org/entity/Q7378,,,,
66,10,171,123,kite,M25460210.jpg,118.5,66.5,"(200, 133)",133,200,na,na,na,na,kite,Q42861,http://www.wikidata.org/entity/Q42861,,,,,,
20,16,193,146,dog,M25623232.jpg,106.5,81.0,"(200, 150)",150,200,na,na,na,na,dog,Q144,http://www.wikidata.org/entity/Q144,,,,,,
0,15,200,287,person,M25672593.jpg,100.0,151.0,"(200, 300)",300,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
81,182,117,300,tie,M25672593.jpg,99.0,241.0,"(200, 300)",300,200,na,na,na,tie,na,Q44416,http://www.wikidata.org/entity/Q44416,,,,,,
0,12,200,289,person,M25675078.jpg,100.0,150.5,"(200, 301)",301,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
90,152,127,300,tie,M25675078.jpg,108.5,226.0,"(200, 301)",301,200,na,na,na,tie,na,Q44416,http://www.wikidata.org/entity/Q44416,,,,,,
16,52,179,85,fork,M25692738.jpg,97.5,68.5,"(200, 132)",132,200,na,na,na,na,fork,Q81881,http://www.wikidata.org/entity/Q81881,,,,,,
26,31,161,117,bird,M25881901.jpg,93.5,74.0,"(200, 133)",133,200,na,na,na,na,bird,Q5113,http://www.wikidata.org/entity/Q5113,,,,,,
22,8,183,145,dining,M25890586.JPG,102.5,76.5,"(200, 153)",153,200,na,na,na,na,dining,Q10578291,http://www.wikidata.org/entity/Q10578291,,,,,,
21,11,173,140,cake,M25890586.JPG,97.0,75.5,"(200, 153)",153,200,na,na,na,na,cake,Q13276,http://www.wikidata.org/entity/Q13276,,,,,,
138,77,188,87,car,M26438930.jpg,163.0,82.0,"(200, 113)",113,200,na,car,na,car,na,Q1420,http://www.wikidata.org/entity/Q1420,,,Q1420,http://www.wikidata.org/entity/Q1420,,
42,44,120,150,wine,M26539.jpg,81.0,97.0,"(200, 150)",150,200,na,na,na,na,wine,Q1531435,http://www.wikidata.org/entity/Q1531435,,,,,,
20,62,69,150,wine,M26539.jpg,44.5,106.0,"(200, 150)",150,200,wine,na,na,wine,na,Q1531435,http://www.wikidata.org/entity/Q1531435,Q1531435,http://www.wikidata.org/entity/Q1531435,,,,
27,57,173,134,motorcycle,M26676892.jpg,100.0,95.5,"(200, 140)",140,200,na,na,na,motorcycle,na,Q34493,http://www.wikidata.org/entity/Q34493,,,,,,
51,190,149,292,clock,M26686856.jpg,100.0,241.0,"(200, 551)",551,200,na,na,na,na,clock,Q376,http://www.wikidata.org/entity/Q376,,,,,,
43,25,158,110,cell,M2694592.jpg,100.5,67.5,"(200, 133)",133,200,na,na,na,na,cell,Q17517,http://www.wikidata.org/entity/Q17517,,,,,,
26,46,148,112,bus,M27480678.jpg,87.0,79.0,"(200, 133)",133,200,na,na,na,na,bus,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
49,248,129,283,boat,M28263516.jpg,89.0,265.5,"(200, 300)",300,200,na,na,na,boat,na,Q35872,http://www.wikidata.org/entity/Q35872,,,,,,
30,176,172,289,bed,M28670185.JPG,101.0,232.5,"(200, 304)",304,200,na,na,na,bed,na,Q42177,http://www.wikidata.org/entity/Q42177,,,,,,
138,85,157,112,bench,M28710276.jpg,147.5,98.5,"(200, 113)",113,200,na,bench,na,bench,na,Q204776,http://www.wikidata.org/entity/Q204776,,,Q204776,http://www.wikidata.org/entity/Q204776,,
12,85,52,132,chair,M2929515.jpg,32.0,108.5,"(200, 133)",133,200,chair,na,na,chair,na,Q15026,http://www.wikidata.org/entity/Q15026,Q15026,http://www.wikidata.org/entity/Q15026,,,,
33,175,39,190,person,M29399965.JPG,36.0,182.5,"(200, 281)",281,200,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
111,72,142,96,umbrella,M29399965.JPG,126.5,84.0,"(200, 281)",281,200,na,na,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,,,,,Q41607,http://www.wikidata.org/entity/Q41607
75,62,108,85,umbrella,M29399965.JPG,91.5,73.5,"(200, 281)",281,200,na,na,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,,,,,Q41607,http://www.wikidata.org/entity/Q41607
131,50,174,81,umbrella,M29399965.JPG,152.5,65.5,"(200, 281)",281,200,na,umbrella,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,,,Q41607,http://www.wikidata.org/entity/Q41607,Q41607,http://www.wikidata.org/entity/Q41607
64,80,92,101,umbrella,M29399965.JPG,78.0,90.5,"(200, 281)",281,200,na,na,na,na,umbrella,Q41607,http://www.wikidata.org/entity/Q41607,,,,,,
12,10,188,148,umbrella,M29399965.JPG,100.0,79.0,"(200, 281)",281,200,na,na,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,,,,,Q41607,http://www.wikidata.org/entity/Q41607
88,32,131,68,umbrella,M29399965.JPG,109.5,50.0,"(200, 281)",281,200,na,na,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,,,,,Q41607,http://www.wikidata.org/entity/Q41607
28,45,72,75,umbrella,M29399965.JPG,50.0,60.0,"(200, 281)",281,200,umbrella,na,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,Q41607,http://www.wikidata.org/entity/Q41607,,,Q41607,http://www.wikidata.org/entity/Q41607
23,6,76,50,umbrella,M29399965.JPG,49.5,28.0,"(200, 281)",281,200,umbrella,na,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,Q41607,http://www.wikidata.org/entity/Q41607,,,Q41607,http://www.wikidata.org/entity/Q41607
167,64,200,89,umbrella,M29399965.JPG,183.5,76.5,"(200, 281)",281,200,na,umbrella,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,,,Q41607,http://www.wikidata.org/entity/Q41607,Q41607,http://www.wikidata.org/entity/Q41607
49,79,114,103,boat,M29956015.JPG,81.5,91.0,"(200, 126)",126,200,na,na,na,boat,na,Q35872,http://www.wikidata.org/entity/Q35872,,,,,,
43,51,156,253,fire,M29986565.jpg,99.5,152.0,"(200, 287)",287,200,na,na,na,na,fire,Q634299,http://www.wikidata.org/entity/Q634299,,,,,,
52,37,150,236,fire,M29986667.jpg,101.0,136.5,"(200, 267)",267,200,na,na,na,na,fire,Q634299,http://www.wikidata.org/entity/Q634299,,,,,,
35,50,155,182,cow,M30014037.jpg,95.0,116.0,"(200, 262)",262,200,na,na,na,na,cow,Q830,http://www.wikidata.org/entity/Q830,,,,,,
64,26,71,42,person,M30255498.jpg,67.5,34.0,"(200, 133)",133,200,na,na,person,na,na,Q5,http://www.wikidata.org/entity/Q5,,,,,Q5,http://www.wikidata.org/entity/Q5
114,65,178,74,surfboard,M30255498.jpg,146.0,69.5,"(200, 133)",133,200,na,surfboard,na,na,na,Q457689,http://www.wikidata.org/entity/Q457689,,,Q457689,http://www.wikidata.org/entity/Q457689,,
37,24,52,30,umbrella,M30255498.jpg,44.5,27.0,"(200, 133)",133,200,umbrella,na,umbrella,na,na,Q41607,http://www.wikidata.org/entity/Q41607,Q41607,http://www.wikidata.org/entity/Q41607,,,Q41607,http://www.wikidata.org/entity/Q41607
33,56,117,95,truck,M30255498.jpg,75.0,75.5,"(200, 133)",133,200,na,na,na,na,truck,Q43193,http://www.wikidata.org/entity/Q43193,,,,,,
50,64,195,184,bowl,M30993040.jpg,122.5,124.0,"(200, 219)",219,200,na,na,na,na,bowl,Q153988,http://www.wikidata.org/entity/Q153988,,,,,,
36,34,177,72,boat,M31077128.jpg,106.5,53.0,"(200, 113)",113,200,na,na,na,na,boat,Q35872,http://www.wikidata.org/entity/Q35872,,,,,,
50,35,182,67,airplane,M31077128.jpg,116.0,51.0,"(200, 113)",113,200,na,na,na,na,airplane,Q197,http://www.wikidata.org/entity/Q197,,,,,,
88,25,192,86,horse,M3117060.JPG,140.0,55.5,"(200, 133)",133,200,na,horse,na,na,na,Q726,http://www.wikidata.org/entity/Q726,,,Q726,http://www.wikidata.org/entity/Q726,,
120,16,149,54,person,M3117060.JPG,134.5,35.0,"(200, 133)",133,200,na,person,person,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5
67,71,163,93,skateboard,M32241252.jpg,115.0,82.0,"(200, 117)",117,200,na,na,na,skateboard,na,Q15783,http://www.wikidata.org/entity/Q15783,,,,,,
17,26,190,44,skateboard,M32241252.jpg,103.5,35.0,"(200, 117)",117,200,na,na,skateboard,na,na,Q15783,http://www.wikidata.org/entity/Q15783,,,,,Q15783,http://www.wikidata.org/entity/Q15783
31,124,195,239,potted,M33265591.jpg,113.0,181.5,"(200, 259)",259,200,na,na,na,potted,na,Q203834,http://www.wikidata.org/entity/Q203834,,,,,,
5,1,193,141,pizza,M33475156.jpg,99.0,71.0,"(200, 141)",141,200,na,na,na,na,pizza,Q177,http://www.wikidata.org/entity/Q177,,,,,,
26,25,199,151,skateboard,M33531834.jpg,112.5,88.0,"(200, 162)",162,200,na,na,na,na,skateboard,Q15783,http://www.wikidata.org/entity/Q15783,,,,,,
58,15,172,120,stop,M33910578.jpg,115.0,67.5,"(200, 133)",133,200,na,na,na,na,stop,Q250429,http://www.wikidata.org/entity/Q250429,,,,,,
